0.8476326842	22349 30564 2109 43 67 43 67 3
0.7745100155	12581 22349 30564 2109 43 67 43 67 3 12581
0.7745100155	11812 872 11812
0.7745100155	11812 600 11812 872 11812 16296
0.6868016171	35682 19 35683
0.6848016171	36072 19 43
0.6848016171	1176 0 28
0.6848016171	3 4 2772
0.6838016171	295 22 43198
0.6828604406	11812 0 11812
0.6828604406	1206 10 11941
0.6743195118	9949 43 18776
0.6723195118	12775 3 4
0.6703783353	1147 1063 22
0.6681374665	133 3 24818
0.6534371589	10 168756 43 168765 1206 10 11941 22
0.6524371589	10 6290 866 22
0.6508604406	12953 19 2772
0.6496573439	3 4 3641
0.6402601352	10749 43 67
0.6392601352	526 3 527
0.6392601352	526 3 286
0.6383783353	6625 43 18776
0.6382601352	526 3 2098
0.6382601352	3 10183 338
0.6372601352	526 43 286
0.6362601352	526 43 527
0.6362601352	526 43 2098
0.6282003099	10749 43 8510 9 10 10783
0.6215477169	168756 43 168765
0.6166508080	3 10183 536 22 43
0.5861374665	3 10183 2057
0.5851374665	81753 33371 43618 333
0.5851374665	113251 69451 43 4303
0.5851374665	3681 2739 907 3
0.5841374665	244 43 3658
0.5841374665	28 28 286
0.5841374665	3576 81753 33371
0.5841374665	3 11812 600
0.5841374665	13719 14676
0.5834290680	15582 19 43
0.5831374665	33809 61526
0.5831374665	43 1056 3681 2739
0.5831374665	1852 3 527
0.5831374665	526 43 2861
0.5831374665	3 426 882
0.5831374665	72981 72982
0.5831374665	4317 9293
0.5831374665	10140 4587 10636 32921
0.5831374665	526 3 4420
0.5607684550	10749 43 8510 9 10 10783 3 1040
0.5597684550	3 4 2057
0.5567684550	692 19 18576
0.5567684550	2941 22 6533
0.5557684550	213 25 3
0.5554290680	3 4 399
0.5554290680	3 4 536
0.5547684550	101 19 18576
0.5547684550	691 19 474
0.5453451733	28 286 46
0.5449469628	30534 43 7084
0.5443451733	1176 286 46
0.5438272786	46 1 36002
0.5438272786	46 1 18576
0.5434039968	1078 25 87
0.5418272786	46 1 10637
0.5418272786	46 1 1039
0.5418272786	46 1 202
0.5418272786	175 46 2852
0.5418272786	46 1 2340
0.5404878916	7084 22 34610
0.5398272786	46 1 627
0.5398272786	46 1 692
0.5398272786	413 134 691
0.5324039968	10 963 2851 22
0.5324039968	10 535 22
0.5314039968	46 3660 25
0.5314039968	46 4763 25
0.5314039968	9 1874 25
0.5314039968	9 51 25
0.5304039968	413 213 25
0.5302289698	8353 14959
0.5302289698	16324 27458
0.5294039968	26 27 22
0.5294039968	306 797 87
0.5275189889	558 22 10 2642 22 10 3 243 43 6724 91667
0.5233114210	2340 9 113251 69451 43 4303
0.5233114210	43 1056 15090 295 22 3
0.5213114210	1053 22 130724 43 67
0.5164290680	10140 4587 10636 32921 19 10 196 4127
0.5154290680	2340 9 113251 69451
0.5154290680	338 22 3726 3727
0.5134878916	1053 22 67272 9 10 43 1040 22 3
0.5134290680	1053 19 1908 6
0.5134290680	1373 22 2642
0.5134290680	1908 6 22 34617
0.5134290680	452 22 7141
0.5124290680	1053 22 138739
0.5124290680	43 52 129329
0.5124290680	1247 22 536
0.5124290680	40135 19 40136
0.5124290680	3 4 642
0.5124290680	3 4 2237
0.5124290680	202 19 18576
0.5124290680	1053 22 86626
0.5124290680	1215 22 3569
0.5124290680	1215 22 337
0.5124290680	452 22 15359
0.5114878916	18576 9 10 1053 22 86276 9 10 43 1040 22 290
0.5114878916	2340 22 123227 652 9 10 1053 22 43
0.5114290680	1215 22 3378
0.5114290680	3 4 3797
0.5104878916	729 46 1 10637 9 10 43 8510 9 2014 10718 9 1412
0.5104290680	3269 22 7141
0.5104290680	5403 10 395
0.5104290680	1053 22 67169
0.5104290680	1053 22 86430
0.5104290680	6750 19 15359
0.5104290680	1122 306 797
0.5104290680	6750 19 7141
0.5104290680	27489 19 27510
0.5104290680	27489 19 27490
0.5104290680	527 306 797
0.5104290680	18786 19 18787
0.5104290680	1622 134 165
0.5104290680	3531 22 9138
0.5103114210	9 43 1056 3681 2739 3
0.5094878916	202 19 1 27756 28715
0.5084878916	14 46 1 1063
0.5040057863	3 4 12953 19
0.5040057863	202 19 2340 652 9
0.5039469628	41660 3 4
0.5029469628	322 729 46
0.5020057863	1053 22 86276 9 10 43 1040 22
0.5020057863	67 412 549
0.5020057863	34595 7084 22
0.5020057863	729 46 1
0.5019469628	332 334 22
0.5019469628	1650 27 22
0.5010057863	4568 25 10
0.5010057863	2912 87 1
0.5004290680	10 19057 123378 1040 9 1868 3
0.5000057863	1694 631 87
0.5000057863	1559 25 10
0.5000057863	569 25 114
0.5000057863	6025 25 645
0.5000057863	729 46 52
0.5000057863	338 631 87
0.5000057863	3034 87 1
0.5000057863	31 176 363
0.5000057863	690 25 645
0.5000057863	490 631 87
0.5000057863	6025 25 726
0.5000057863	507 25 645
0.5000057863	797 243 114
0.5000057863	7410 631 87
0.5000057863	2461 1483 9
0.5000057863	67 412 2150
0.4994290680	46 1 10140 4587 10636 126701
0.4994290680	9 2014 10718 9 1412 3
0.4984878916	52 196 19 4503 322 126971 560 22 10 75830 9 10 295 22 43 67 3
0.4984878916	46 560 22 10 4598 1693 22 43 67 9 5547 3
0.4984878916	9 10 5720 101 22 18716 43 67
0.4974878916	175 46 584
0.4974878916	87 52 294
0.4974290680	10 209 2901
0.4974290680	10 14 6577
0.4964878916	25 645 1436
0.4964878916	1 18576 19 202
0.4964878916	0 9 91
0.4954878916	46 1 134947 45940
0.4954878916	10 894 1626
0.4954878916	46 52 6989
0.4954878916	46 52 10566
0.4954878916	46 52 1285
0.4954878916	175 46 797
0.4954878916	2565 46 1785
0.4954878916	87 1 3548
0.4954878916	0 243 2214
0.4954878916	65 10 815
0.4954878916	587 10 8432
0.4954878916	46 1 4587
0.4954878916	46 1 3212
0.4954878916	46 1 108536
0.4954878916	413 134 960
0.4954878916	46 52 196
0.4954878916	87 1 14155
0.4954878916	506 306 2852
0.4954878916	16 538 756
0.4954878916	46 1 2653
0.4954878916	413 134 2972
0.4954878916	65 45 375
0.4954878916	413 134 3551
0.4900057863	10 4261 4686 4018 22
0.4890057863	412 175 46
0.4890057863	134 7196 25
0.4890057863	134 691 9
0.4890057863	1 10637 9 10 10749 43 8510 9
0.4890057863	46 52 97357 22
0.4890057863	10 271 3853 0
0.4890057863	10 15376 101 22
0.4890057863	87 385 87
0.4890057863	134 715 25
0.4890057863	9 21019 25
0.4890057863	10 21913 22
0.4890057863	25 8370 1
0.4890057863	1 6375 25
0.4890057863	134 1353 25
0.4890057863	134 1976 25
0.4890057863	9 5689 22
0.4890057863	25 1864 1
0.4890057863	10 37299 22
0.4890057863	9 10 9946 1053 22
0.4889469628	1 10140 4587 10636 126701 9
0.4880057863	10 332 882 101 9
0.4880057863	413 875 25
0.4880057863	25 4825 25
0.4880057863	413 2107 243
0.4880057863	2808 61 25
0.4880057863	25 5440 1
0.4880057863	134 691 61
0.4870057863	1 1039 3793 9
0.4870057863	247 46 580
0.4870057863	2565 134 1067
0.4870057863	22 123227 652 9
0.4870057863	2565 46 1465
0.4870057863	1165 797 87
0.4870057863	336 175 134
0.4870057863	134 3431 89
