0.9159379559	24 0 55 123 5 7
0.8846422558	24 0 55 951 5 7
0.7404594558	24 2241 16167 1624
0.7261980179	24 7653 2791
0.6138232682	24 2241 16167 1624 12257
0.5618448195	15698 47 6 7 24
0.5221513647	74 5 6 1247 5
0.4736029035	0 55 123 5 6 7
0.4706029035	0 55 6 123 5 7 55
0.4408187907	6 7 6270 16 0 18
0.4297226624	0 55 123 5 7 55
0.4124254528	40 159 543
0.4110030693	0 55 951 5 7 55
0.4084254528	32 4204
0.3922375730	6 7 563 5 6 0
0.3860355146	6 590 16 0 55
0.3840355146	26 24009 5 6 7
0.3820355146	6 9152 5 877
0.3820355146	16 0 18 24978 46642
0.3790355146	6270 16 0 18 24978
0.3790355146	6270 16 0 32567
0.3790355146	25467 47 6 590
0.3783398624	6 7 3135 6270
0.3783398624	6 371 4970
0.3783398624	79 1812 3364
0.3763398624	1812 3364 12 6 7
0.3763398624	229 4 5 6 7
0.3763398624	535 1208 5 6 7
0.3760355146	6270 16 0 24856 7 6270 16 0 24856
0.3760355146	7 6270 16 0 18 24978 46642
0.3753398624	1484 6 1366
0.3753398624	21530 5 7985 7 236 157 9719
0.3753398624	157 9719 5596
0.3753398624	5155 54 799
0.3753398624	4538 371 2617
0.3753398624	4779 7985 7
0.3753398624	7 6270 16 0 24856
0.3753398624	7 2213 415 13016
0.3753398624	21530 5 7985 7
0.3753398624	4779 10544 7
0.3616711292	5 6 7 6270 16 0 18
0.3609823959	6 2149 5 6 7 6270 16
0.3589823959	47 6 590 16 0
0.3589823959	6 1812 3364 5 0
0.3579823959	1812 3364 5 0 12 6
0.3579823959	16 14659 1785
0.3579823959	0 6824 549 5
0.3579823959	26 24009 346
0.3579823959	192 23854 944
0.3559823959	1812 2520 5 0 12 6
0.3549823959	4970 6 2149 5
0.3549823959	525 9093 5 6
0.3549823959	6733 16 1376 5
0.3536640967	192 25521
0.3529823959	3348 5 6 7 1153 2467 207
0.3522867438	7 9267 6270 16
0.3522867438	3981 3986 1211 12
