0.9902413512	4 0
0.8082413512	4 31
0.8017252221	329 35
0.8017252221	240 15
0.7997252221	27 5
0.7890585555	11 0
0.7890585555	5 0
0.7882413512	4 5 0
0.7845746845	3 4 5
0.7817252221	1 0 1 5
0.7770585555	14 15
0.7770585555	77 471
0.7770585555	62 32
0.7770585555	141 32
0.7770585555	62 19
0.7760585555	35 0
0.7737252221	1 157
0.7737252221	2221 35
0.7737252221	190 0
0.7730585555	15 620 15
0.7677252221	142 3
0.7677252221	377 3
0.7677252221	171 3
0.7677252221	1001 3
0.7677252221	1 1019
0.7677252221	219 3
0.7660585555	0 1 2 3
0.7660585555	0 1 219 3
0.7660585555	20 2 3
0.7660585555	20 55 3
0.7639100684	4 5
0.7630585555	993 77
0.7630585555	333 47
0.7610585555	0 32
0.7610585555	0 19
0.7597252221	2 3
0.7415140785	4 1 5
0.7387272727	0 1 5
0.7353939394	1 5
0.7343939394	1 0 5
0.7305140785	4 30 31
0.7273939394	69 5
0.7269979494	1 2 3
0.7249979494	2 1 0
0.7193939394	1 0
0.7133939394	1 62
0.7107272727	3 0
0.7033939394	1 15
0.7033939394	1 11
0.6891827957	1 4 1 5
0.6806666667	1 1 1 5
0.6806666667	1 1 5
0.6242413512	27 15
0.6242413512	4 32
0.6127252221	50 3 20
0.6085746845	11 4
0.6067252221	2 0
0.6052413512	4 15
0.6032413512	4 19
0.6030585555	235 11
0.6030585555	15 20
0.6030585555	11 20
0.6030585555	11 36
0.6030585555	19 22
0.6030585555	35 20
0.6027252221	1 14 15
0.6017252221	55 3 0
0.6012413512	2 3 4 5
0.6012413512	4 1 0 5
0.5997252221	1 157 32
0.5997252221	27 32
0.5997252221	2890 0
0.5997252221	369 35
0.5997252221	30 842
0.5985746845	3 4 5 0
0.5967252221	1 15 620 15
0.5967252221	193 3 0
0.5967252221	30 31
0.5967252221	1 235 11
0.5967252221	1774 31
0.5955746845	35 4
0.5950585555	141 19
0.5925746845	0 4 31
0.5920585555	77 20
0.5920585555	0 5
0.5917252221	37 32
0.5917252221	188 0
0.5917252221	1383 11
0.5917252221	969 0
0.5917252221	328 35
0.5917252221	1330 11
0.5917252221	2454 35
0.5917252221	50 3
0.5912413512	4 6002
0.5910585555	333 47 20
0.5910585555	16 62
0.5910585555	19 25
0.5910585555	330 20
0.5910585555	67 20
0.5910585555	195 32
0.5910585555	195 19
0.5910585555	32 35
0.5910585555	202 20
0.5910585555	15 25
0.5910585555	15 22
0.5910585555	0 1115
0.5910585555	532 533
0.5910585555	62 74
